date,tower,room,affected_system,time_reported,time_resolved,problem,action,recommendation,status,attended_by,time
10/27/15,TBM MW,812,Internet,9:45pm,9:55pm,cant connect at wifi,"restart the wifi connection at IDF, call the guest and assist thru phone, as per guest internet ok now and wifi accessible to the guest device",,OK,Rommel Sardoma,11:41:40 PM
10/27/15,TBM MW,1413,Internet,10:20pm,10:30pm,cant go to login page,"Assist the guest on how to manipulate bellevue login page thru his device, after assisting guest devices fully connected at wifi then to internet",,working ok,Rommel Sardoma,11:43:28 PM
10/27/15,TBM MW,1203,Internet,10:45pm,10:55pm,cant connect at wifi,"Reset the wifi at the guest room, after reset assist the guest on his device inconnecting wifi",,working ok now,Rommel Sardoma,11:44:47 PM
10/29/15,TBM TW,832,Telephone,4pm,4:20pm,Guest static telephone line.,Reset all tel line and no water leakage indicated specially the bathroom phone. test call incoming and outgoing via GSC several times was successful and no problem.,,done. Reported to GSC Joanna.,Mark Ruaya,12:06:24 AM
10/29/15,TBM MW,812,Internet,9pm,9:15pm,Guest internet problem on his phone.,On Guest Samsung phone wifi indicated Ona and Off and always disconnected to BELLEVUE ssid. but on guest laptop and my phone the internet connection was stable. guest satisfied may be the his phone has a problem. But still add mac add of his phone to the antlabs,,done,Mark Ruaya,12:13:47 AM
10/31/15,TBM TW,1528,Vingcard,10:20am,10:35am,RA reported vingcard door indicated low batt.,Replaced batt. Test ok using maintence key.,,done,Mark Ruaya,07:21:18 PM
11/03/15,BHOTEL,502,Vingcard,5:30pm,5:35pm,Rm502 lockset drain,"reset the battery of the lockset and reprogram the lockset, found out blinking yellow after green, replace the battery and try lockset to open using engineering master key and room key",,Lockset working now,Rommel Sardoma,12:06:41 AM
11/04/15,TBM TW,1136,Others,5:45 pm,5:50 pm,"Guest has already checkout room last Oct. 30, setup of second AP on TPlink ready for pullout","Located 2nd AP at the back of LCD tv, pullout spare unit and tested AP inside bedroom was still active",,internet enabled on bedroom,John Pacion,09:37:37 AM
11/04/15,TBM TW,526,Vingcard,6:00 pm,6:15 pm,RA reported lobat on vingcard access lock,"replace  battery and cassette, check event for correct room number and tested on RFID card was successful.",,accesslock functional,John Pacion,09:41:58 AM
11/04/15,TBM MW,1002,Internet,6:10 pm,6:20 pm,Guest reported weak signal inside his room on mobile phone,Advised guest to connect to new Cisco AP connection - BELLEVUE- and internet was restored on his cellphone.,,internet is enabled.,John Pacion,09:55:15 AM
11/04/15,TBM MW,1413,Internet,6:20 pm ,6:30 pm,Guest cannot connect to internet inside the room,Adivised guest on how to connect to wifi on BELLEVUE SSID (CISCO) and internet was restored to mobile phone,,internet restored,John Pacion,10:01:01 AM
11/07/15,TBM TW,1027,Internet,10:30am,10:45am,Guest Internet problem user name and password invalid,Foundout guest mistakenly key in t1024 instead of t1027 using password 47049.,,done,Mark Ruaya,08:19:53 PM
11/09/15,TBM TW,529,Internet,6pm,6:10pm,Guest internet problem on his user and password,Foundout guest used t1529 access code which couse the sharing limit exceeded. Gave gues his room Internet Access Code. As per Guest since checkin he used that password.,,done. Guest successfully connected to the internet.,Mark Ruaya,12:21:14 AM
11/11/15,TBM TW,625,Internet,9:15pm,9:25pm,guest internet problem in login.,Guest did not tick the check box. Orient guest on how to connect to the internet.,,done,Mark Ruaya,09:33:58 PM
11/12/15,TBM MW,614,Vingcard,9:02pm,9:15pm,room key not working,"check guest room key and it was not working, reprogram the lockset still the same, reprogram the room key of the guest at FO, test again room key and the room key ok already",,work already done,Rommel Sardoma,12:49:17 AM
11/12/15,TBM MW,1501,Vingcard,1:30 pm,3:00 pm,"Ra reported acces wont lock,not lobat","found out that mechanical assembly has a problem, replace solenoid assembly, test with accesslock with RFID card was successful. with security due to room was occupied.",,accesslock enabled,John Pacion,05:53:19 PM
11/16/15,TBM MW,1206,Telephone,03:00 pm,03:15 pm,Ra reported Bathroom phone keypad is defective but with dialtone,Replace with spare Bittel bathroom phone and test call was successfully made to GSC and Housekeeping -Fredda.,,Bathroom phone enabled,John Pacion,07:06:13 PM
11/17/15,TBM TW,823,Vingcard,11:20am,1:20pm,HK Supvr albert reported lockset door red light indicated.,Reprogrammed lockset door. Test using my key ok.,,done. report to HK Anne,Mark Ruaya,08:41:21 PM
11/18/15,TBM MW,807,Vingcard,3:10pm,3:25pm,lobatt,Replace the lockset battery and test the lockset,,Lockset ok now,Rommel Sardoma,11:20:05 PM
11/18/15,TBM MW,1910,Telephone,3:35pm,3:50pm,all telephone no dialtone,"with mark r upon isolation living room phone shorted pairing,the rest of the phone inside the room ok already",,some phone ok already,Rommel Sardoma,11:21:54 PM
11/24/15,TBM MW,1807,Internet,10:20 am,10:45 am,"guest reported that internet of 2MBPS is too slow and his macbook with Dual Boot of MacOS and Win 7,only internet is detected on Mac but not for Windows.","Upon checking, Guest Macbook has dual boot, Macbook on chinese language, internet was enabled on MAC OS but not on Windows,advised guest to call Duty Manager for a much higher speed for user access.",,guest wants to rest and will call back later.,John Pacion,07:22:34 PM
11/25/15,TBM MW,1004,Internet,9:30pm,10:15pm,wifi limited connection,"guest laptop was on windows 8, add guest laptop mac at antlabs but still same, reset cisco switch,install tplink router,add static IP but still nothing happen, connect guest phone at internet and the guest was ok just need to check her email on yahoo",,Guest already satisfy,Rommel Sardoma,01:39:20 AM
12/05/15,TBM MW,701,Others,9:15 pm,9:25 pm,Guest needs to borrow power cord for lighted mirror,"Lend spare old power cable, testing was okay, advised guest to leave cord inside room after use.",,guest device ok!,John Pacion,07:59:51 PM
12/05/15,TBM MW,1106,Telephone,10:20 pm,10:30 pm,Guest advised cannot make a call from Telephone beside bed.,"Found out that telephone was set to Line 2, set to line 1 and test call was successful.",,Telephone enabled on bedside table.,John Pacion,08:01:51 PM
12/05/15,TBM MW,606,Internet,7:15 pm ,7:25 pm,guest need fast internet connection due to online exam,"placed Guest Laptop on  LAN port for stability and added mac address to Antlabs for higher speed to be expired on Monday, overnite stay. ",,internet is enabled and fast.,John Pacion,08:04:57 PM
12/06/15,TBM MW,1616,Telephone,3:30pm,3:40pm,handset no dial,"Check the connector of both end of the handset and found cut near the connector, recrimp both end connector, test the phone and it was ok",,Work done,Rommel Sardoma,12:16:18 AM
12/06/15,TBM TW,2026,TV/DVD Player,8:10pm,8:25pm,TV assistance,"Guest need to watch movie on the external but the existing TV wont detect the external, seek help at engineering and look for TV that will detect the guest external, swap TV of 2026 at 1823, external already detect to the TV",,Guest Already Satisfy,Rommel Sardoma,12:18:23 AM
12/06/15,TBM MW,1211,Telephone,9:10pm,9:15pm,No outside call as per Guest,"Check at PMS and the guest was checkin, check the telephone traffic at OM and found 2,2,6,6, change the telephone traffic to 6,6,6,6, guest did not call anymore",,Work already done,Rommel Sardoma,12:21:00 AM
12/06/15,TBM MW,1007,Internet,10:31am,10:35am,Sharing limit exceeded,Logout all 5 currently logon. advised GSC Donna to callback the guest.,,done,Mark Ruaya,08:30:48 PM
12/07/15,TBM TW,1227,Internet,4:38pm,4:48pm,no login page,"Upon arrival check the phone of the guest and found connected at wifi but cant browse using her opera browser,advice the guest to use diff browser and it was internet browser and upon opening login page appear already",,Guest Already Satisfy,Rommel Sardoma,12:40:29 AM
12/07/15,TBM TW,625,Internet,9:21pm,9:26pm,sharing limit exceeded,remove the sharing limit and advice GSC that it was ok,,Work already done,Rommel Sardoma,12:41:25 AM
12/07/15,TBM MW,816,Vingcard,11:20pm,11:35pm,Lockset wont lock,Need to replace the lockset mechanical due to intermittent problem of the lockset,,To be fix tomorrow,Rommel Sardoma,12:42:35 AM
12/07/15,TBM MW,816,Vingcard,9am,9:20am,Pending last night. Lockset not locking.,Upon checking the door was lock open using my keycard. Tried to test several time but the door lock was working fine. Tired to reset cable and replaced the battery.,,Test was successful.,Mark Ruaya,08:53:56 PM
12/07/15,TBM TW,1523,Internet,10am,10:10am,RA requested for lan cable for guest room.,Delivered lan cable (Blue 2m),,done,Mark Ruaya,08:55:01 PM
12/07/15,TBM TW,910,Telephone,2:30pm,2:45pm,RA reported def. bathroom tel unit.,Pulledout def old bathroom phone Teledex and replaced w/ Bittel phone (Bathroomphone) sn. 1404D09526,,done,Mark Ruaya,08:58:50 PM
12/08/15,TBM TW,1723,Internet,10:10pm,10:20pm,Internet Assistance,"Assist the user for his concern about on/off wifi problem, advice the user to turn off first his wifi connection and turn on again, after doing it advice the guest to observe, advice GSC to call the guest again, as per guest ok now",,Work done,Rommel Sardoma,12:01:21 AM
12/09/15,TBM TW,1235,Internet,10:00pm,10:20pm,slow internet ,"check the internet at the room on lan and wifi connection and found slow, advice the guest that need to restart the router in his room and explain to the guest if still slow possible due to high hotel occupancy, after reset still slow internet as per guest, as per the i already do my job possible just stick to that internet speed.",,work done,Rommel Sardoma,12:35:06 AM
12/09/15,TBM MW,702,Vingcard,10:30 am,10:45 am,RA reported Access lock was lobat.,Replace Battery and Cassette of accesslock and download event to confirm status and correct accesslock number and time,,accesslock functional,John Pacion,07:16:34 PM
12/09/15,BHOTEL,702,Vingcard,4:30pm,4:50pm,Lockset lobatt,"Replace the battery of the lockset and reprogram the lockset,test guest room key",,Work already done,Rommel Sardoma,11:40:28 PM
12/10/15,TBM TW,724,Telephone,10:30 am,10:45 am,guest cannot call Telcon number as per GSC Donna,"assist guest dialing outside local line # multiple times until call was connected to Auto answering voice for telcon connection,guest connected.",,telephone and line was enabled.,John Pacion,07:29:11 PM
12/10/15,TBM MW,910,Telephone,5:15 pm,5:25 pm,"guest reported intermittent connection during call, as per sir Benjo=GSC.","setout/setin of ALC card according to OM system, upon confirming with guest telephone call was already stable.",,telephone was enabled and working.,John Pacion,07:32:57 PM
12/11/15,TBM MW,805,Internet,10pm,10:05pm,Guest internet Access code sharing limit exceeded.,Reset access code and adivsed GSC to call guest.,,done,Mark Ruaya,12:36:58 AM
12/11/15,TBM TW,829,Telephone,11:30am,11:50am,RA Callup no Writing table tel no dial tone.,Found out loose connection from TTC (EE room). Reconnect pairing from TTC.,,Dial tone restored.,Mark Ruaya,12:38:46 AM
12/11/15,TBM MW,1133,Internet,11;30am,11:40am,Guest experienced slow internet connection specially early morning and during night.,Upon checking on guest the internet now is fine and no problem. Advised guest if he expereinced again to the MIS to assist him.,,done,Mark Ruaya,06:58:11 PM
12/11/15,TBM TW,936,Internet,6:30pm,6:35pm,Guest internet access code sharing limit exceeded.,Foundout access code only 1 dev was login. Logout the dev and advised GSC benjue to call the guest.,,done.no feedback from guest.,Mark Ruaya,07:00:50 PM
12/12/15,TBM TW,1036,Internet,6:30pm,6:35pm,sahring limit exceeded,remove the sahring limit and advice the guest to try after 3 minutes,,Work done already,Rommel Sardoma,12:08:08 AM
12/12/15,TBM TW,1836,TV/DVD Player,5:30pm,5:45pm,TV assistance,Assist the guest in connecting the external on the TV but the external has a problem 2 TV already test for the connection of the external but external no response,,guest already satisfy,Rommel Sardoma,12:25:04 AM
12/13/15,TBM MW,1708,Internet,7:24pm,7:28pm,no password,"Assist the user thru phone and give the pasword to him,someone in their room bring the password",,Work done already,Rommel Sardoma,12:22:25 AM
12/13/15,TBM MW,1210,Internet,8:30pm,8:40pm,cant connect at wifi,"Upon arrival at the guest room, as per guest the connection was already ok",,Work already done,Rommel Sardoma,12:23:16 AM
12/14/15,TBM MW,606,Internet,10:30 am,10:50 am,Guest cannot connect laptop to both LAN and WIFI.,"Found out that guest laptop has Mcaffee AV protecting all connectionof laptop, advised to disable AV of guest and both WIFI and LAN was able to connect to internet,outlook  was connected to proxy setting, he will cal his IT how to disable proxy setting.",,internet was enabled on LAPTOP and CP.,John Pacion,09:48:24 PM
12/15/15,TBM MW,907,Internet,4:10pm,4:25pm,no login page,assist the guest on how to go at login page using a different browser on his ipad and laptop,,Guest already satisfy,Rommel Sardoma,12:26:42 AM
12/15/15,TBM MW,805,Internet,8:52pm,8:55pm,sharing limit exceeded,remove the sharing limit and advice GSC to call again the guest,,Work already done,Rommel Sardoma,12:27:43 AM
12/15/15,TBM MW,1611,Vingcard,4:00 pm,4:20 pm,room door doesnt locked.,"upon checking, the door doesnt locked sometime and observed that the lock sound was very low. replaced the battery and the casing and the sound improved very little. ",still under observations. need to check again tom.,the door is now working but still under observations until tom.,Jeff Gaspar,05:08:00 PM
